Step,Loss
0,82752656.0
100,65806216.0
200,45874260.0
300,32879274.0
400,25163842.0
500,20117544.0
600,16686896.0
700,14200733.0
800,12314144.0
900,10831130.0
1000,9635702.0
1100,8656745.0
1200,7844811.5
1300,7165353.0
1400,6590625.0
1500,6096619.0
1600,5668524.5
1700,5293230.0
1800,4962077.0
1900,4667226.0
2000,4403472.5
2100,4166588.75
2200,3952052.75
2300,3756486.25
2400,3579171.75
2500,3417478.25
2600,3268728.0
2700,3132263.5
2800,3006964.25
2900,2891473.75
3000,2784556.5
