Step,Loss
0,65380064.0
100,50424796.0
200,35993424.0
300,26399960.0
400,19473368.0
500,14512378.0
600,11107212.0
700,8812219.0
800,7252348.0
900,6162040.5
1000,5378776.5
1100,4790295.0
1200,4332819.0
1300,3964020.25
1400,3658386.5
1500,3398247.5
1600,3173362.5
1700,2976606.5
1800,2802656.0
1900,2646866.0
2000,2506728.0
2100,2380673.25
2200,2266291.25
2300,2161848.5
2400,2066408.75
2500,1979171.5
2600,1899392.25
2700,1826025.875
2800,1758745.125
2900,1696759.125
3000,1639464.375
